% BatcherQueue	CReqBatcher	Replica-0-Forward	Replica-1-Forward	Replica-2-Forward	ReplicaIOSnd-0	ReplicaIOSnd-1	ReqManExec	pendingCReqs	pendingProposals	alpha
10205	0	0	0	0	0	0	0	0	0	0	0
10406	0	0	0	0	0	0	0	0	0	0	0
10606	0	0	0	0	0	0	0	0	0	0	0
10806	0	0	0	0	0	0	0	0	0	0	0
11007	0	0	0	0	0	0	0	0	0	0	0
11207	0	0	0	0	0	0	0	0	0	0	0
11408	0	0	0	0	0	0	0	0	0	0	0
11608	0	0	0	0	0	0	0	0	0	0	0
11808	0	0	0	0	0	0	0	0	0	0	0
12009	0	0	0	0	0	0	0	0	0	0	0
12209	0	0	0	0	0	0	0	0	0	0	0
12409	0	0	0	0	0	0	0	0	0	0	0
12610	0	0	0	0	0	0	0	0	0	0	0
12810	0	0	0	0	0	0	0	0	0	0	0
13011	0	0	0	0	0	0	0	0	0	0	0
13211	0	0	0	0	0	0	0	0	0	0	0
13411	0	0	0	0	0	0	0	0	0	0	0
13612	0	0	0	0	0	0	0	0	0	0	0
13812	0	0	0	0	0	0	0	0	0	0	0
14012	0	0	0	0	0	0	0	0	0	0	0
14212	0	0	0	0	0	0	0	0	0	0	0
14413	0	0	0	0	0	0	0	0	0	0	0
14613	0	0	0	0	0	0	0	0	0	0	0
14813	0	0	0	0	0	0	0	0	0	0	0
15014	0	0	0	0	0	0	0	0	0	0	0
15214	0	0	0	0	0	0	0	0	0	0	0
15414	0	0	0	0	0	0	0	0	0	0	0
15615	0	0	0	0	0	0	0	0	0	0	0
15815	0	0	0	0	0	0	0	0	0	0	0
16015	0	0	0	0	0	0	0	0	0	0	0
16215	0	0	0	0	0	0	0	0	0	0	0
16416	0	0	0	0	0	0	0	0	0	0	0
16616	0	0	0	0	0	0	0	0	0	0	0
16816	0	0	0	0	0	0	0	0	0	0	0
17017	0	0	0	0	0	0	0	0	0	0	0
17217	0	0	0	0	0	0	0	0	0	0	0
17417	0	0	0	0	0	0	0	0	0	0	0
17617	0	0	0	0	0	0	0	0	0	0	0
17818	0	0	0	0	0	0	0	0	0	0	0
18018	0	0	0	0	0	0	0	0	0	0	0
18218	0	0	0	0	0	0	0	0	0	0	0
18418	0	0	0	0	0	0	0	0	0	0	0
18618	0	0	0	0	0	0	0	0	0	0	0
18819	0	0	0	0	0	0	0	0	0	0	0
19019	0	0	0	0	0	0	0	0	0	0	0
19219	0	0	0	0	0	0	0	0	0	0	0
19420	0	0	0	0	0	0	0	0	0	0	0
19620	0	0	0	0	0	0	0	0	0	0	0
19820	0	0	0	0	0	0	0	0	0	0	0
20020	0	0	0	0	0	0	0	0	0	0	0
