% BatcherQueue	CReqBatcher	Replica-0-Forward	Replica-1-Forward	Replica-2-Forward	ReplicaIOSnd-1	ReplicaIOSnd-2	ReqManExec	pendingCReqs	pendingProposals	alpha
10204	0	0	0	0	0	0	0	0	0	0	0
10404	0	0	0	0	0	0	0	0	0	0	0
10604	0	0	0	0	0	0	0	0	0	0	0
10805	0	0	0	0	0	0	0	0	0	0	0
11006	0	0	0	0	0	0	0	0	0	0	0
11207	0	0	0	0	0	0	0	0	0	0	0
11407	0	0	0	0	0	0	0	0	0	0	0
11607	0	0	0	0	0	0	0	0	0	0	0
11807	0	0	0	0	0	0	0	0	0	0	0
12008	0	0	0	0	0	0	0	0	0	0	0
12208	0	0	0	0	0	0	0	0	0	0	0
12408	0	0	0	0	0	0	0	0	0	0	0
12609	0	0	0	0	0	0	0	0	0	0	0
12809	0	0	0	0	0	0	0	0	0	0	0
13009	0	0	0	0	0	0	0	0	0	0	0
13209	0	0	0	0	0	0	0	0	0	0	0
13409	0	0	0	0	0	0	0	0	0	0	0
13610	0	0	0	0	0	0	0	0	0	0	0
13810	0	0	0	0	0	0	0	0	0	0	0
14010	0	0	0	0	0	0	0	0	0	0	0
14210	0	0	0	0	0	0	0	0	0	0	0
14411	0	0	0	0	0	0	0	0	0	0	0
14611	0	0	0	0	0	0	0	0	0	0	0
14811	0	0	0	0	0	0	0	0	0	0	0
15011	0	0	0	0	0	0	0	0	0	0	0
15212	0	0	0	0	0	0	0	0	0	0	0
15412	0	0	0	0	0	0	0	0	0	0	0
15612	0	0	0	0	0	0	0	0	0	0	0
15812	0	0	0	0	0	0	0	0	0	0	0
16013	0	0	0	0	0	0	0	0	0	0	0
16213	0	0	0	0	0	0	0	0	0	0	0
16413	0	0	0	0	0	0	0	0	0	0	0
16613	0	0	0	0	0	0	0	0	0	0	0
16813	0	0	0	0	0	0	0	0	0	0	0
17014	0	0	0	0	0	0	0	0	0	0	0
17214	0	0	0	0	0	0	0	0	0	0	0
17414	0	0	0	0	0	0	0	0	0	0	0
17614	0	0	0	0	0	0	0	0	0	0	0
17814	0	0	0	0	0	0	0	0	0	0	0
18015	0	0	0	0	0	0	0	0	0	0	0
18215	0	0	0	0	0	0	0	0	0	0	0
18415	0	0	0	0	0	0	0	0	0	0	0
18615	0	0	0	0	0	0	0	0	0	0	0
18815	0	0	0	0	0	0	0	0	0	0	0
19016	0	0	0	0	0	0	0	0	0	0	0
19216	0	0	0	0	0	0	0	0	0	0	0
19416	0	0	0	0	0	0	0	0	0	0	0
19616	0	0	0	0	0	0	0	0	0	0	0
19816	0	0	0	0	0	0	0	0	0	0	0
20016	0	0	0	0	0	0	0	0	0	0	0
20217	0	0	0	0	0	0	0	0	0	0	0
20417	0	0	0	0	0	0	0	0	0	0	0
20617	0	0	0	0	0	0	0	0	0	0	0
20817	0	0	0	0	0	0	0	0	0	0	0
21017	0	0	0	0	0	0	0	0	0	0	0
21218	0	0	0	0	0	0	0	0	0	0	0
21418	0	0	0	0	0	0	0	0	0	0	0
21618	0	0	0	0	0	0	0	0	0	0	0
21818	0	0	0	0	0	0	0	0	0	0	0
22018	0	0	0	0	0	0	0	0	0	0	0
22219	0	0	0	0	0	0	0	0	0	0	0
22419	0	0	0	0	0	0	0	0	0	0	0
22619	0	0	0	0	0	0	0	0	0	0	0
22819	0	0	0	0	0	0	0	0	0	0	0
23020	0	0	0	0	0	0	0	0	0	0	0
23220	0	0	0	0	0	0	0	0	0	0	0
23420	0	0	0	0	0	0	0	0	0	0	0
23620	0	0	0	0	0	0	0	0	0	0	0
23820	0	0	0	0	0	0	0	0	0	0	0
24020	0	0	0	0	0	0	0	0	0	0	0
24221	0	0	0	0	0	0	0	0	0	0	0
24421	0	0	0	0	0	0	0	0	0	0	0
24621	0	0	0	0	0	0	0	0	0	0	0
24821	0	0	0	0	0	0	0	0	0	0	0
25022	0	0	0	0	0	0	0	0	0	0	0
25222	0	0	0	0	0	0	0	0	0	0	0
25422	0	0	0	0	0	0	0	0	0	0	0
25622	0	0	0	0	0	0	0	0	0	0	0
25823	0	0	0	0	0	0	0	0	0	0	0
26023	0	0	0	0	0	0	0	0	0	0	0
26223	0	0	0	0	0	0	0	0	0	0	0
26423	0	0	0	0	0	0	0	0	0	0	0
26623	0	0	0	0	0	0	0	0	0	0	0
26824	0	0	0	0	0	0	0	0	0	0	0
27024	0	0	0	0	0	0	0	0	0	0	0
27224	0	0	0	0	0	0	0	0	0	0	0
27424	0	0	0	0	0	0	0	0	0	0	0
27624	0	0	0	0	0	0	0	0	0	0	0
27825	0	0	0	0	0	0	0	0	0	0	0
28025	0	0	0	0	0	0	0	0	0	0	0
28225	0	0	0	0	0	0	0	0	0	0	0
28425	0	0	0	0	0	0	0	0	0	0	0
28625	0	0	0	0	0	0	0	0	0	0	0
28826	0	0	0	0	0	0	0	0	0	0	0
29026	0	0	0	0	0	0	0	0	0	0	0
29226	0	0	0	0	0	0	0	0	0	0	0
29426	0	0	0	0	0	0	0	0	0	0	0
29627	0	0	0	0	0	0	0	0	0	0	0
29827	0	0	0	0	0	0	0	0	0	0	0
30027	0	0	0	0	0	0	0	0	0	0	0
30227	0	0	0	0	0	0	0	0	0	0	0
30427	0	0	0	0	0	0	0	0	0	0	0
30628	0	0	0	0	0	0	0	0	0	0	0
30828	0	0	0	0	0	0	0	0	0	0	0
31028	0	0	0	0	0	0	0	0	0	0	0
31228	0	0	0	0	0	0	0	0	0	0	0
31429	0	0	0	0	0	0	0	0	0	0	0
31629	0	0	0	0	0	0	0	0	0	0	0
31829	0	0	0	0	0	0	0	0	0	0	0
32029	0	0	0	0	0	0	0	0	0	0	0
32229	0	0	0	0	0	0	0	0	0	0	0
32429	0	0	0	0	0	0	0	0	0	0	0
32630	0	0	0	0	0	0	0	0	0	0	0
32830	0	0	0	0	0	0	0	0	0	0	0
33030	0	0	0	0	0	0	0	0	0	0	0
33230	0	0	0	0	0	0	0	0	0	0	0
33430	0	0	0	0	0	0	0	0	0	0	0
33631	0	0	0	0	0	0	0	0	0	0	0
33831	0	0	0	0	0	0	0	0	0	0	0
34031	0	0	0	0	0	0	0	0	0	0	0
34231	0	0	0	0	0	0	0	0	0	0	0
34431	0	0	0	0	0	0	0	0	0	0	0
34632	0	0	0	0	0	0	0	0	0	0	0
34832	0	0	0	0	0	0	0	0	0	0	0
35032	0	0	0	0	0	0	0	0	0	0	0
35232	0	0	0	0	0	0	0	0	0	0	0
35432	0	0	0	0	0	0	0	0	0	0	0
35633	0	0	0	0	0	0	0	0	0	0	0
35833	0	0	0	0	0	0	0	0	0	0	0
36033	0	0	0	0	0	0	0	0	0	0	0
36233	0	0	0	0	0	0	0	0	0	0	0
36433	0	0	0	0	0	0	0	0	0	0	0
36634	0	0	0	0	0	0	0	0	0	0	0
36834	0	0	0	0	0	0	0	0	0	0	0
37034	0	0	0	0	0	0	0	0	0	0	0
37234	0	0	0	0	0	0	0	0	0	0	0
37434	0	0	0	0	0	0	0	0	0	0	0
37635	0	0	0	0	0	0	0	0	0	0	0
37835	0	0	0	0	0	0	0	0	0	0	0
38035	0	0	0	0	0	0	0	0	0	0	0
38235	0	0	0	0	0	0	0	0	0	0	0
38435	0	0	0	0	0	0	0	0	0	0	0
38635	0	0	0	0	0	0	0	0	0	0	0
38835	0	0	0	0	0	0	0	0	0	0	0
39036	0	0	0	0	0	0	0	0	0	0	0
39236	0	0	0	0	0	0	0	0	0	0	0
39436	0	0	0	0	0	0	0	0	0	0	0
39638	0	0	0	0	0	0	0	0	0	0	0
39838	0	0	0	0	0	0	0	0	0	0	0
40038	0	0	0	0	0	0	0	0	0	0	0
40238	0	0	0	0	0	0	0	0	0	0	0
40439	0	0	0	0	0	0	0	0	0	0	0
40639	0	0	0	0	0	0	0	0	0	0	0
40839	0	0	0	0	0	0	0	0	0	0	0
41039	0	0	0	0	0	0	0	0	0	0	0
41239	0	0	0	0	0	0	0	0	0	0	0
41439	0	0	0	0	0	0	0	0	0	0	0
41640	0	0	0	0	0	0	0	0	0	0	0
41840	0	0	0	0	0	0	0	0	0	0	0
42040	0	0	0	0	0	0	0	0	0	0	0
42240	0	0	0	0	0	0	0	0	0	0	0
42440	0	0	0	0	0	0	0	0	0	0	0
42640	0	0	0	0	0	0	0	0	0	0	0
42840	0	0	0	0	0	0	0	0	0	0	0
43041	0	0	0	0	0	0	0	0	0	0	0
43241	0	0	0	0	0	0	0	0	0	0	0
43441	0	0	0	0	0	0	0	0	0	0	0
43641	0	0	0	0	0	0	0	0	0	0	0
43841	0	0	0	0	0	0	0	0	0	0	0
44041	0	0	0	0	0	0	0	0	0	0	0
44242	0	0	0	0	0	0	0	0	0	0	0
44442	0	0	0	0	0	0	0	0	0	0	0
44642	0	0	0	0	0	0	0	0	0	0	0
44842	0	0	0	0	0	0	0	0	0	0	0
45042	0	0	0	0	0	0	0	0	0	0	0
